,url_link,title,published_date,data
10,https://www.protectivesecurity.gov.au/news/policy-amendment-information-security-1,Policy amendment – information security,22/12/2022,Policy amendment  information security
11,https://www.protectivesecurity.gov.au/news/policy-amendment-safeguarding-information-cyber-threats,Policy amendment – Safeguarding information from cyber threats,22/12/2022,Policy amendment  Safeguarding information from cyber threats
12,https://www.protectivesecurity.gov.au/news/policy-amendment-information-security,Policy amendment – Information security,22/12/2022,Policy amendment  Information security
13,https://www.protectivesecurity.gov.au/news/policy-amendments-stakeholder-responsibilities-ministerial-staff-security-clearances,Policy amendments – stakeholder responsibilities for ministerial staff security clearances,22/12/2022,Policy amendments  stakeholder responsibilities for ministerial staff security clearances
14,https://www.protectivesecurity.gov.au/news/policy-amendment-information-security-2,Policy amendment – information security,22/12/2022,Policy amendment  information security
15,https://www.protectivesecurity.gov.au/news/policy-amendment-information-security-0,Policy amendment – information security,22/12/2022,Policy amendment  information security
16,https://www.protectivesecurity.gov.au/news/policy-amendments-security-caveat-changes,Policy amendments – security caveat changes,22/12/2022,Policy amendments  security caveat changes
17,https://www.protectivesecurity.gov.au/news/policy-rewrite-sensitive-and-security-classified-information,Policy rewrite – Sensitive and security classified information,22/12/2022,Policy rewrite  Sensitive and security classified information
18,https://www.asd.gov.au/about/news/2022-07-27-asds-cyber-security-and-robotics-work-experience,ASD’s Cyber Security and Robotics Work Experience,27/07/2022,"In July, ASD hosted 32 students from Years 10-12, as part of our Cyber Security and Robotics Work Experience program. Students participated in a range of challenges that developed their skills in programming, analysis, digital forensics, web application security, cryptography and robotics. The week-long program challenged students through various scenarios, such as identifying cyber intrusions on a computer system and constructing Arduino electrical circuits. The scenarios are designed to engage and immerse students in the world of cyber security. ASD aims to ignite a passion in students for cyber security and STEM-related fields, encouraging them to pursue further studies in these areas. Over the week-long program, students were given a taste of the many different types of careers they could have in cyber security and at ASD. Students were mentored throughout the program by experienced and highly specialised ASD employees. They had the opportunity to learn about modern encryption techniques, how to monitor network traffic, how to conduct forensic examinations of hard drives, and much more. The program also focuses on developing core STEM skills like critical thinking, creativity, collaboration and problem solving. ASD has a range of career opportunities in roles such as cyber security analysts, offensive cyber operators, information security technologists, data scientists and software engineers. ASD seeks diverse and clever people with a rare mix of specialist skills, adaptability and imagination. If you or someone you know would like to take part in the program, applications for the Cyber Security and Robotics Work Experience program in September 2022 close on Sunday 7 August.   DATE 27 Jul 2022 SHARE TAGS ASD NewsAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security. Footer  Copyright Accessibility Disclaimer Privacy Public interest disclosure ASD Social Media  Terms of use Footer social @ASDGovAu Instagram LinkedIn Authorised by the Australian Government, Canberra"
19,https://www.asd.gov.au/about/news/2022-10-19-asd-women-recognised-their-contribution-security-industry,ASD women recognised for their contribution to the security industry,19/10/2022,"Home About ASD News ASD women recognised for their contribution to the security industry ASD women recognised for their contribution to the security industryThe Australian Signals Directorate (ASD) has been recognised for its contribution to supporting women in the security industry at an awards night in Sydney. The Women in Security Annual Awards are designed to celebrate and raise the profile of IT security, Cyber and Protective Security, to inspire young women to consider a career in the sector. ASD was nominated in the following categories: Best program for young women in security for its Internship Program Best female secure coder section, Rania Bilal Best female security mentor, Amy Roberts ASD congratulates Amy Roberts for her success in being named Australias Best Security Mentor, and congratulations to ASD finalist Rania Bilal, in the Best Female Secure Coder category and the ASD Internship Program, delivered by ASD Entry Level Programs in the Best Program for Young Women in Security category. You can find out more or nominate someone you think is an outstanding representative for Women in Security on the website. DATE 19 Oct 2022 SHARE TAGS ASD NewsAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security. Footer  Copyright Accessibility Disclaimer Privacy Public interest disclosure ASD Social Media  Terms of use Footer social @ASDGovAu Instagram LinkedIn Authorised by the Australian Government, Canberra"
20,https://www.asd.gov.au/about/news/2022-10-05-new-asd-partnership-deliver-women-security-mentoring-program,New ASD partnership to deliver Women in Security Mentoring Program,05/10/2022,"The Australian Signals Directorate (ASD) has partnered with the Australian Women in Security Network (AWSN) and Australian start-up OK RDY, to develop a mentoring program to increase the presence of women in the Australian security workforce. The Women in Security Mentoring Program will connect women looking to embark on or progress in their security careers, with experienced mentors across the cyber, security and STEM-related industries. The Program will foster participation, build networks, and grow the capabilities of the security sector. First Assistant Director-General Cyber Security Resilience, Jess Hunter, officially launched the Mentoring Program in Canberra this week. ""Initiatives like this, developed with Government sponsorship, are vital to meeting the increasing demands of Australias information security, cyber and STEM industry professionals, which is playing an increasingly vital role in our national security,"" Ms Hunter said. Mentoring provides a valuable opportunity for you to share your knowledge and increase your leadership and mentoring skills. Mentees will gain encouragement, guidance and support for growth, and build professional networks with those in the industry. ASD has been a proud sponsor of AWSN since 2019, and this unique mentoring program will continue to support women in fulfilling careers in the dynamic security industry. For more information on the Women in Security Mentoring Program, or how to register for free as a mentor, visit awsn.org.au/initiatives/mentoring. DATE 05 Oct 2022 SHARE TAGS ASD NewsAcknowledgement of Country We acknowledge the Traditional Owners and Custodians of Country throughout Australia and their continuing connections to land, sea and communities. We pay our respects to them, their cultures and their Elders; past, present and emerging. We also recognise Australia's First Peoples' enduring contribution to Australia's national security. Footer  Copyright Accessibility Disclaimer Privacy Public interest disclosure ASD Social Media  Terms of use Footer social @ASDGovAu Instagram LinkedIn Authorised by the Australian Government, Canberra"
